origin_doi,origin_sub-area,target_doi,target_sub-area
10.1109/reconfig.2012.6416789,,10.1109/IPDPS.2011.165,
10.1109/SBESC.2011.40,,10.1145/513829.513840,
10.1109/SBESC.2011.40,,10.1109/92.335012,
10.1109/SBESC.2011.40,,10.1109/tim.2003.816837,
10.1109/SBESC.2011.40,,10.1007/s10617-011-9069-3,
10.1109/SBESC.2011.40,,10.1109/tvlsi.2010.2057520,
10.1190/sbgf2013-279,,10.1145/2148600.2148622,
10.1109/ICSMC.2011.6084133,,10.1109/sbac-pad.2010.40,
10.1109/ICSMC.2011.6084133,,10.1016/j.asoc.2009.11.029,
10.1109/ICSMC.2011.6084133,,10.1007/11847083_8,
10.1109/ICSMC.2011.6084133,,10.1109/wwc.2001.990739,
10.1109/ICSMC.2011.6084133,,10.1145/268806.268810,
10.1109/ICSMC.2011.6084133,,10.1109/sbac-pad.2008.9,
10.1109/ICSMC.2011.6084133,,10.1109/tvlsi.2008.2002459,
10.1109/ICSMC.2011.6084133,,10.1109/sbac-pad.2007.14,
10.1109/aspdac.2013.6509661,,10.1109/ICSMC.2011.6084133,
10.1109/SBAC-PAD.2010.40,,10.1145/344166.344610,
10.1109/SBAC-PAD.2010.40,,10.1109/date.2004.1268850,
10.1109/SBAC-PAD.2010.40,,10.1007/bfb0056872,
10.1109/SBAC-PAD.2010.40,,10.1145/1815961.1815967,
10.1109/SBAC-PAD.2010.40,,10.1109/icnn.1995.488968,
10.1109/SBAC-PAD.2010.40,,10.1007/11847083_8,
10.1109/SBAC-PAD.2010.40,,10.1109/tevc.2006.880326,
10.1109/SBAC-PAD.2010.40,,10.1109/lpe.2005.195540,
10.1109/SBAC-PAD.2010.40,,10.1109/dsd.2008.21,
10.1109/SBAC-PAD.2010.40,,10.1145/268806.268810,
10.1109/SBAC-PAD.2010.40,,10.1016/j.ress.2005.11.018,
10.1109/SBAC-PAD.2010.40,,10.1109/sbac-pad.2007.14,
10.1109/icsmc.2011.6084133,,10.1109/SBAC-PAD.2010.40,
10.1109/ReConFig.2009.63,,10.1109/tvlsi.2004.831478,
10.1109/ReConFig.2009.63,,10.1109/vlsisoc.2006.313234,
10.1109/ReConFig.2009.63,,10.1109/iccad.2003.159709,
10.1109/ReConFig.2009.63,,10.1145/313817.313920,
10.1109/ReConFig.2009.63,,10.1109/sbac-pad.2007.14,
10.1109/ReConFig.2009.63,,10.1145/332833.332837,
10.1145/1601896.1601905,,10.7551/mitpress/3927.001.0001,
10.1145/1601896.1601905,,10.1007/11847083_8,
10.1145/1601896.1601905,,10.1145/605459.605461,
10.1145/1601896.1601905,,10.1145/268806.268810,
10.1145/1601896.1601905,,10.1109/sbac-pad.2007.14,
10.1109/SBAC-PAD.2008.9,,10.1145/344166.344610,
10.1109/SBAC-PAD.2008.9,,10.1109/tcad.2002.804107,
10.1109/SBAC-PAD.2008.9,,10.1109/date.2004.1268850,
10.1109/SBAC-PAD.2008.9,,10.1007/11523277_10,
10.1109/SBAC-PAD.2008.9,,10.1145/605459.605461,
10.1109/SBAC-PAD.2008.9,,10.1016/j.ress.2005.11.018,
10.1145/3272036.3272046,,10.1109/SBAC-PAD.2008.9,
10.1109/aspdac.2013.6509661,,10.1109/SBAC-PAD.2008.9,
10.1109/icsmc.2011.6084133,,10.1109/SBAC-PAD.2008.9,
10.1007/s00500-015-1653-1,,10.1109/SBAC-PAD.2008.9,
10.1109/SOCC.2008.4641530,,10.1007/11847083_8,
10.1109/SBAC-PAD.2007.14,,10.1145/344166.344610,
10.1109/SBAC-PAD.2007.14,,10.1109/tcad.2002.804107,
10.1109/SBAC-PAD.2007.14,,10.1007/bf03325101,
10.1109/SBAC-PAD.2007.14,,10.7551/mitpress/3927.001.0001,
10.1109/SBAC-PAD.2007.14,,10.1145/605459.605461,
10.1109/SBAC-PAD.2007.14,,10.1109/wwc.2001.990739,
10.1109/SBAC-PAD.2007.14,,10.1145/268806.268810,
10.1109/sbac-pad.2010.40,,10.1109/SBAC-PAD.2007.14,
10.1145/2660540.2660542,,10.1109/SBAC-PAD.2007.14,
10.1109/reconfig.2009.63,,10.1109/SBAC-PAD.2007.14,
10.1109/icsmc.2011.6084133,,10.1109/SBAC-PAD.2007.14,
10.1145/2800986.2801005,,10.1109/SBAC-PAD.2007.14,
10.1145/1601896.1601905,,10.1109/SBAC-PAD.2007.14,
10.1007/11847083_8,,10.1145/344166.344610,
10.1007/11847083_8,,10.1109/tcad.2002.804107,
10.1007/11847083_8,,10.1007/11523277_10,
10.1007/11847083_8,,10.1145/605459.605461,
10.1007/11847083_8,,10.1145/1077603.1077681,
10.1007/11847083_8,,10.1109/wwc.2001.990739,
10.1007/11847083_8,,10.1145/774789.774804,
10.1007/11847083_8,,10.1145/268806.268810,
10.1109/sbac-pad.2010.40,,10.1007/11847083_8,
10.1016/j.sysarc.2013.05.018,,10.1007/11847083_8,
10.1109/socc.2008.4641530,,10.1007/11847083_8,
10.1007/978-3-540-74442-9_49,,10.1007/11847083_8,
10.1109/aspdac.2013.6509661,,10.1007/11847083_8,
10.1109/icsmc.2011.6084133,,10.1007/11847083_8,
10.1007/978-3-642-12267-5_14,,10.1007/11847083_8,
10.1016/j.micpro.2011.01.005,,10.1007/11847083_8,
10.1109/idt.2013.6727118,,10.1007/11847083_8,
10.1109/SBAC-PAD.2006.30,,10.1109/tcad.2002.804107,
10.1109/SBAC-PAD.2006.30,,10.1109/date.2004.1268850,
10.1109/SBAC-PAD.2006.30,,10.1145/605459.605461,
10.1109/sbac-pad.2008.9,,10.1007/11523277_10,
10.1109/IPDPS.2005.72,arch,10.1023/a:1008198310125,
10.1109/IPDPS.2005.72,arch,10.1109/5.24143,
10.1109/IPDPS.2005.72,arch,10.1109/54.655185,
10.1109/IPDPS.2005.72,arch,10.1007/978-1-4615-3636-9,
10.1109/IPDPS.2005.72,arch,10.1109/date.1999.761102,
10.1109/IPDPS.2005.72,arch,10.1109/date.2003.1253642,
10.1109/IPDPS.2005.72,arch,10.1109/date.2003.1253622,
10.1109/IPDPS.2005.72,arch,10.1109/dac.1999.782016,
10.1109/access.2017.2757044,,10.1109/IPDPS.2005.72,arch
10.1016/j.sysarc.2013.08.016,,10.1109/IPDPS.2005.72,arch
10.4018/978-1-60960-086-0.ch006,,10.1109/IPDPS.2005.72,arch
10.1109/cctae.2010.5543241,,10.1109/IPDPS.2005.72,arch
10.1145/2611562,,10.1109/IPDPS.2005.72,arch
10.1109/ipdps.2006.1639450,,10.1109/IPDPS.2005.72,arch
10.1145/1016568.1016581,,10.1109/12.773794,
10.1016/j.sysarc.2012.01.001,,10.1145/1016568.1016581,
10.1109/rsp.2005.23,,10.1145/1016568.1016581,
10.1007/978-94-007-1125-9_6,,10.1145/1016568.1016581,
10.1016/j.isatra.2014.08.019,,10.1145/1016568.1016581,
10.1109/tii.2017.2702564,,10.1145/1016568.1016581,
10.1504/ijes.2010.039025,,10.1145/1016568.1016581,
10.3182/20060926-3-pl-4904.00025,,10.1145/1016568.1016581,
10.1109/isie.2007.4374979,,10.1145/1016568.1016581,
10.1109/iecon.2012.6389080,,10.1145/1016568.1016581,
10.1007/978-3-642-19170-1_27,,10.1145/1016568.1016581,
10.1109/access.2018.2836858,,10.1145/1016568.1016581,
10.1109/SBCCI.2003.1232813,,10.1109/5.663540,
10.1109/SBCCI.2003.1232813,,10.1109/tpami.1984.4767478,
10.3390/rs11070864,,10.1109/SBCCI.2003.1232813,
10.1109/ahs.2011.5963944,,10.1109/SBCCI.2003.1232813,
10.1109/issoc.2007.4427431,,10.1109/SBCCI.2003.1232813,
10.1109/ccgrid51090.2021.00023,,10.1109/SBCCI.2003.1232813,
10.1109/fpl.2012.6339141,,10.1109/SBCCI.2003.1232813,
10.1109/siu.2014.6830441,,10.1109/SBCCI.2003.1232813,
10.1109/fpl.2006.311268,,10.1109/SBCCI.2003.1232813,
10.1007/978-981-10-3223-3_18,,10.1109/SBCCI.2003.1232813,
10.1007/978-3-319-63309-1_61,,10.1109/SBCCI.2003.1232813,
10.1109/iceca49313.2020.9297494,,10.1109/SBCCI.2003.1232813,
10.1109/jstars.2018.2858008,,10.1109/SBCCI.2003.1232813,
10.1109/csss.2011.5974518,,10.1109/SBCCI.2003.1232813,
10.1109/fpt.2007.4439278,,10.1109/SBCCI.2003.1232813,
10.1109/iceeccot43722.2018.9001413,,10.1109/SBCCI.2003.1232813,
10.1109/icassp.2009.4959648,,10.1109/SBCCI.2003.1232813,
10.1109/fccm.2019.00061,,10.1109/SBCCI.2003.1232813,
10.1007/978-981-16-3767-4_20,,10.1109/SBCCI.2003.1232813,
10.1109/tmc.2011.23,,10.1109/SBCCI.2003.1232813,
10.1109/lgrs.2019.2907598,,10.1109/SBCCI.2003.1232813,
10.1007/s11554-007-0055-8,,10.1109/SBCCI.2003.1232813,
10.1109/tvlsi.2018.2808468,,10.1109/SBCCI.2003.1232813,
10.1109/tcyb.2021.3061094,,10.1109/SBCCI.2003.1232813,
10.1109/iscas.2008.4541983,,10.1109/SBCCI.2003.1232813,
10.1016/j.cogsys.2018.01.003,,10.1109/SBCCI.2003.1232813,
10.1109/tvlsi.2010.2049669,,10.1109/SBCCI.2003.1232813,
10.1109/tvlsi.2009.2017543,,10.1109/SBCCI.2003.1232813,
10.1088/1742-6596/1889/2/022103,,10.1109/SBCCI.2003.1232813,
10.1109/ICSMC.2003.1244547,,10.1007/978-1-4757-2649-7_8,
10.1109/ICSMC.2003.1244547,,10.1007/978-1-4757-2649-7_9,
10.1109/ICSMC.2003.1244547,,10.1007/978-1-4757-2649-7_10,
10.1109/ICSMC.2003.1244547,,10.1109/edac.1992.205881,
10.1109/ICSMC.2003.1244547,,10.1109/5.24143,
10.1109/ICSMC.2003.1244547,,10.1016/0026-2714(91)90007-t,
10.1109/ICSMC.2003.1244547,,10.1145/277044.277252,
10.1109/ICSMC.2003.1244547,,10.1145/157485.164926,
10.1109/ICSMC.2003.1244547,,10.1109/dac.1992.227850,
10.1109/icsmc.2004.1401321,,10.1109/ICSMC.2003.1244547,
10.1007/978-3-540-68083-3_26,,10.1109/ICSMC.2003.1244547,
